game_id,game_date,season,home_team,away_team,home_score,away_score,total_score,score_diff,closeness,lead_changes,times_tied,largest_lead,threes_made,three_pt_pct,fast_break_pts,paint_pts,to_pts,star,steals,blocks,clutch_ending,overtime,PR_total_score,PR_closeness,PR_lead_changes,PR_times_tied,PR_threes_made,PR_three_pt_pct,PR_steals,PR_blocks,PR_clutch_ending,PR_overtime,PR_star,PR_fast_break_pts,PR_paint_pts,PR_to_pts,Scoring,Competitiveness,Highlights,WatchIndex
0022200902,2023-02-24,2022-23,LAC,SAC,175,176,351,1,0.9971509971509972,10,12,14,44.0,0.5116279069767442,58,136,69,2.542497,26.0,6.0,1,0,1.0,1.0,0.7265415549597856,0.9253798033958892,0.9995531724754245,0.9919571045576407,0.9968722073279714,0.17202859696157283,0.8605898123324397,0.5004468275245755,0.8436103663985701,0.9973190348525469,0.9865951742627346,1.0,0.9369414655942805,0.8702285203625687,0.8327077747989277,0.8806532990765564
0022200087,2022-10-29,2022-23,UTA,MEM,124,123,247,1,0.9959514170040485,7,5,10,31.0,0.43661971830985913,45,124,62,2.2226049999999997,19.0,11.0,1,0,0.8270777479892761,0.9897229669347631,0.5813226094727435,0.532171581769437,0.8574620196604111,0.9052725647899911,0.8507596067917784,0.6979445933869526,0.8605898123324397,0.5004468275245755,0.6568364611260054,0.9638069705093834,0.9325290437890974,0.9986595174262735,0.8031724754244862,0.8189497425422357,0.8949955317247543,0.8276797239598848
0022200972,2023-03-06,2022-23,IND,PHI,143,147,290,4,0.9862068965517241,32,24,11,31.0,0.43661971830985913,36,124,29,2.6729329999999996,14.0,9.0,1,0,0.9991063449508489,0.8650580875781948,1.0,1.0,0.8574620196604111,0.9052725647899911,0.4597855227882037,0.5107238605898123,0.8605898123324397,0.5004468275245755,0.8963360142984808,0.8100983020554066,0.9325290437890974,0.289544235924933,0.914488382484361,0.8616111323886122,0.5760500446827524,0.8272369302949061
0022200040,2022-10-23,2022-23,NOP,UTA,121,122,243,1,0.9958847736625515,17,13,17,21.0,0.3230769230769231,41,120,36,2.2013049999999996,21.0,12.0,1,0,0.7694369973190348,0.9865951742627346,0.9387846291331546,0.9481680071492404,0.2680965147453083,0.27837354781054513,0.9374441465594281,0.7859696157283289,0.8605898123324397,0.5004468275245755,0.6291331546023236,0.9124218051831993,0.8900804289544236,0.6242180518319929,0.6229334226988383,0.9053576747946721,0.8344950848972296,0.8229411801211398
0022200827,2023-02-08,2022-23,HOU,SAC,128,130,258,2,0.9922480620155039,22,23,9,20.0,0.38461538461538464,34,134,41,2.2580400000000003,14.0,11.0,1,0,0.9226988382484361,0.951295799821269,0.983467381590706,0.9991063449508489,0.20732797140303844,0.6496872207327972,0.4597855227882037,0.6979445933869526,0.8605898123324397,0.5004468275245755,0.6881143878462913,0.7444146559428061,0.982573726541555,0.8047363717605005,0.726150580875782,0.8994850844716796,0.6902591599642538,0.8212804711548009
0022200887,2023-02-23,2022-23,IND,BOS,138,142,280,4,0.9857142857142858,22,14,16,40.0,0.45454545454545453,35,104,44,2.255754,17.0,11.0,1,0,0.9928507596067918,0.8561215370866846,0.983467381590706,0.966041108132261,0.9955317247542449,0.938337801608579,0.7301161751563896,0.6979445933869526,0.8605898123324397,0.5004468275245755,0.6836461126005362,0.7797140303842717,0.5750670241286864,0.8847184986595175,0.7659740840035746,0.8525894718924211,0.7744414655942806,0.8179109572038527
0022200821,2023-02-07,2022-23,LAL,OKC,130,133,263,3,0.9885931558935361,19,9,15,31.0,0.47692307692307695,45,114,45,2.114577,20.0,5.0,1,0,0.9544235924932976,0.8985701519213584,0.9664879356568364,0.8194816800714924,0.8574620196604111,0.9691689008042895,0.8999106344950849,0.10232350312779268,0.8605898123324397,0.5004468275245755,0.5236818588025023,0.9638069705093834,0.7957998212689902,0.9057193923145666,0.7429624664879357,0.8625898974424443,0.7671134941912421,0.8167703058286168
0022200388,2022-12-10,2022-23,IND,BKN,133,136,269,3,0.9888475836431226,11,10,14,30.0,0.4166666666666667,42,114,52,2.265438,17.0,6.0,1,0,0.9722966934763181,0.9016979445933869,0.7725647899910635,0.8579088471849866,0.8221626452189454,0.8288650580875782,0.7301161751563896,0.17202859696157283,0.8605898123324397,0.5004468275245755,0.6961572832886506,0.9307417336907954,0.7957998212689902,0.9789991063449508,0.7879244861483468,0.8289714455934294,0.7485254691689007,0.8053020429947373
0022201090,2023-03-22,2022-23,MIN,ATL,125,124,249,1,0.9959839357429718,20,7,11,23.0,0.4423076923076923,35,112,35,2.136871,13.0,9.0,1,0,0.8462913315460232,0.9910634495084897,0.9767649687220733,0.6934763181411975,0.403485254691689,0.9168900804289544,0.36550491510277033,0.5107238605898123,0.8605898123324397,0.5004468275245755,0.5531724754244861,0.7797140303842717,0.7605004468275246,0.580875781948168,0.6683981233243967,0.9025915996425381,0.6033065236818589,0.7941623845695561
0022200567,2023-01-04,2022-23,PHI,IND,129,126,255,3,0.9882352941176471,12,10,13,27.0,0.375,50,124,32,2.244837,11.0,15.0,1,0,0.8976764968722073,0.8954423592493298,0.8114387846291331,0.8579088471849866,0.6872207327971404,0.5898123324396782,0.19839142091152814,0.934763181411975,0.8605898123324397,0.5004468275245755,0.6747095621090259,0.9857015192135835,0.9325290437890974,0.43118856121537086,0.7579870420017873,0.8333971658368442,0.7071492403932081,0.7935033139708073
