game_id,game_date,season,home_team,away_team,home_score,away_score,total_score,score_diff,closeness,lead_changes,times_tied,largest_lead,threes_made,three_pt_pct,fast_break_pts,paint_pts,to_pts,star,steals,blocks,clutch_ending,overtime,PR_total_score,PR_closeness,PR_lead_changes,PR_times_tied,PR_threes_made,PR_three_pt_pct,PR_steals,PR_blocks,PR_clutch_ending,PR_overtime,PR_star,PR_fast_break_pts,PR_paint_pts,PR_to_pts,Scoring,Competitiveness,Highlights,WatchIndex
0022300230,2023-11-22,2023-24,IND,TOR,131,132,263,1,0.9961977186311787,26,16,13,29.0,0.4393939393939394,30,128,53,2.090446,17.0,9.0,1,0,0.9537037037037037,0.9967592592592592,0.9935185185185185,0.9902777777777778,0.7310185185185185,0.8962962962962963,0.7037037037037037,0.3824074074074074,0.8810185185185185,0.500462962962963,0.5046296296296297,0.5796296296296296,0.9541666666666667,0.9893518518518518,0.7504050925925926,0.9265211640211641,0.6469444444444444,0.8358960262345679
0022300039,2023-11-21,2023-24,ATL,IND,152,157,309,5,0.9838187702265372,10,10,20,37.0,0.4868421052631579,37,138,36,2.69923,15.0,15.0,1,0,1.0,0.8481481481481481,0.7564814814814815,0.8819444444444444,0.9787037037037037,0.9796296296296296,0.5101851851851852,0.8856481481481482,0.8810185185185185,0.500462962962963,0.8944444444444445,0.8263888888888888,0.9893518518518518,0.6365740740740741,0.9525462962962963,0.8054453262786596,0.737037037037037,0.8308191872427985
0022300650,2024-01-27,2023-24,GSW,LAL,144,145,289,1,0.9965397923875432,22,16,15,32.0,0.3764705882352941,52,114,35,1.942644,20.0,8.0,1,0,0.9944444444444445,1.0,0.9810185185185185,0.9902777777777778,0.8759259259259259,0.5717592592592593,0.8944444444444445,0.2777777777777778,0.8810185185185185,0.500462962962963,0.32592592592592595,0.9916666666666667,0.8106481481481481,0.5990740740740741,0.630150462962963,0.9256834215167549,0.750925925925926,0.8226739326131688
0022300172,2023-11-09,2023-24,ORL,ATL,119,120,239,1,0.99581589958159,10,9,11,25.0,0.3787878787878788,44,108,52,2.098009,25.0,13.0,1,0,0.7041666666666667,0.986574074074074,0.7564814814814815,0.8393518518518519,0.4537037037037037,0.5902777777777778,0.9861111111111112,0.7800925925925926,0.8810185185185185,0.500462962962963,0.5138888888888888,0.9430555555555555,0.6925925925925925,0.9847222222222223,0.584375,0.8693342151675486,0.9274074074074073,0.8077732767489713
0022300516,2024-01-09,2023-24,LAL,TOR,132,131,263,1,0.9961977186311787,23,9,8,33.0,0.4647887323943662,25,120,44,2.1473839999999997,14.0,8.0,1,0,0.9537037037037037,0.9967592592592592,0.9861111111111112,0.8393518518518519,0.9111111111111111,0.9462962962962963,0.40925925925925927,0.2777777777777778,0.8810185185185185,0.500462962962963,0.5611111111111111,0.34814814814814815,0.8828703703703704,0.8916666666666667,0.7825231481481482,0.9179232804232804,0.45499999999999996,0.8069193672839506
0022300476,2024-01-03,2023-24,SAC,ORL,138,135,273,3,0.989010989010989,24,17,16,40.0,0.47619047619047616,29,90,59,2.260127,19.0,10.0,1,0,0.9805555555555555,0.9055555555555556,0.9884259259259259,0.9949074074074075,0.9949074074074075,0.962037037037037,0.8462962962962963,0.49675925925925923,0.8810185185185185,0.500462962962963,0.6648148148148149,0.5375,0.24768518518518517,1.0,0.6784143518518518,0.8823412698412699,0.6836111111111111,0.7982378472222224
0022300782,2024-02-14,2023-24,TOR,IND,125,127,252,2,0.9920634920634921,11,9,11,23.0,0.34328358208955223,50,138,24,2.346888,15.0,16.0,1,0,0.875462962962963,0.9513888888888888,0.7972222222222223,0.8393518518518519,0.32222222222222224,0.3351851851851852,0.5101851851851852,0.9199074074074074,0.8810185185185185,0.500462962962963,0.7212962962962963,0.9851851851851852,0.9893518518518518,0.1375,0.7094328703703704,0.8603395061728397,0.7075925925925926,0.7971550282921812
0022300005,2023-11-03,2023-24,OKC,GSW,139,141,280,2,0.9928571428571429,23,15,9,33.0,0.4782608695652174,19,110,48,2.647321,12.0,3.0,1,0,0.9916666666666667,0.9583333333333334,0.9861111111111112,0.9819444444444444,0.9111111111111111,0.9675925925925926,0.22777777777777777,0.011111111111111112,0.8810185185185185,0.500462962962963,0.8759259259259259,0.13194444444444445,0.7361111111111112,0.9574074074074074,0.8712962962962963,0.9064153439153441,0.292037037037037,0.7952391975308643
0022300594,2024-01-20,2023-24,WAS,SAS,127,131,258,4,0.9844961240310077,15,16,12,21.0,0.35,36,140,33,2.449121,16.0,14.0,1,0,0.9217592592592593,0.8569444444444444,0.9060185185185186,0.9902777777777778,0.20555555555555555,0.3824074074074074,0.6092592592592593,0.8449074074074074,0.8810185185185185,0.500462962962963,0.7805555555555556,0.7958333333333333,0.9935185185185185,0.5092592592592593,0.7298032407407408,0.8432760141093476,0.7110185185185186,0.7928649048353912
0022300719,2024-02-06,2023-24,IND,HOU,132,129,261,3,0.9885057471264368,11,4,14,27.0,0.47368421052631576,33,122,38,2.5480920000000005,12.0,10.0,1,0,0.9416666666666667,0.9037037037037037,0.7972222222222223,0.4847222222222222,0.6018518518518519,0.9597222222222223,0.22777777777777777,0.49675925925925923,0.8810185185185185,0.500462962962963,0.8277777777777777,0.6986111111111111,0.9037037037037037,0.7083333333333334,0.8492476851851851,0.8207451499118166,0.5660185185185186,0.785416345164609
